gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgChargesPerMonth,IsLongTermCustomer,HasStreamingService,HasSecurityBackup
1,1,1,0,1,0,0,1,0,0,1,1,1,94.55,0,1,0,0,0,0,1,0,93.93780487804878,1,1,1
0,0,1,1,1,1,1,0,1,0,1,1,1,104.2,1,1,0,0,0,0,1,0,102.55882352941177,0,1,1
0,0,0,0,1,0,0,0,0,1,1,1,1,94.4,0,1,0,1,0,0,0,0,87.93666666666667,1,1,0
1,0,0,0,1,0,1,1,0,0,0,0,0,56.1,0,0,0,1,0,0,0,1,55.70294117647059,0,0,1
0,0,1,1,1,0,1,1,0,1,0,1,0,68.25,0,0,0,0,1,0,0,0,69.678125,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,24.75,0,0,1,0,1,0,0,0,24.688888888888886,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,1,76.25,0,1,0,0,0,0,1,0,76.09444444444445,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,74.35,0,1,0,0,0,0,1,0,74.35,0,0,1
1,0,0,1,1,0,0,1,0,1,0,0,0,54.15,0,0,0,0,0,0,1,0,57.06304347826087,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,19.45,0,0,1,0,0,0,0,0,19.9,0,0,0
1,0,1,1,0,0,1,1,0,0,0,0,1,34.95,0,0,0,0,0,0,0,1,32.11578947368421,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,1,53.65,0,0,0,0,0,0,1,0,57.76428571428572,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,1,69.65,1,1,0,0,0,0,1,0,69.65,0,0,0
1,0,0,0,1,1,1,0,1,0,1,1,0,104.0,0,1,0,1,0,0,1,0,104.31885245901638,1,1,1
0,0,1,0,1,0,1,1,0,1,1,0,1,70.35,0,0,0,0,1,1,0,0,72.36228070175439,1,1,1
1,0,0,0,1,0,0,0,0,0,0,1,1,80.8,1,1,0,0,0,0,1,0,79.23333333333333,0,1,0
1,0,0,1,1,0,1,0,1,0,0,1,0,64.85,0,0,0,1,0,0,0,1,63.38333333333333,0,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,19.65,0,0,1,0,0,0,0,1,19.65,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,45.9,0,0,0,0,0,0,0,0,42.1625,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,1,0,0,1,21.289814814814818,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0,1,0,42.4125,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,80.3,1,1,0,0,0,0,0,1,75.24285714285715,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,20.35,0,0,1,1,0,0,0,1,19.6575,0,0,0
0,0,0,1,0,0,1,0,0,1,0,1,0,45.8,0,0,0,0,0,0,0,1,44.11538461538461,1,1,1
1,1,1,0,1,1,0,0,0,0,0,1,1,84.1,1,1,0,0,0,0,1,0,83.93333333333334,1,1,0
0,0,1,0,1,1,0,1,1,1,1,1,1,108.95,0,1,0,1,0,0,0,0,107.89056603773585,1,1,1
1,0,0,0,1,0,0,0,0,1,1,1,1,69.35,1,0,0,0,0,0,1,0,63.78333333333333,0,1,0
0,0,0,0,0,0,1,1,1,1,1,1,0,64.35,0,0,0,0,1,1,0,0,66.75882352941177,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,90.8,0,0,0,0,1,1,0,0,88.85555555555555,1,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,24.95,0,0,1,1,0,1,0,0,23.366666666666664,0,0,0
0,1,1,1,1,1,0,1,0,0,0,0,1,79.6,1,1,0,0,0,0,0,1,79.95,1,0,1
0,0,1,0,1,1,1,1,0,0,0,0,1,84.7,0,1,0,0,1,0,0,0,83.9860294117647,1,0,1
0,0,0,1,1,0,1,0,1,1,1,0,1,70.8,0,0,0,1,0,1,0,0,69.563,1,1,1
0,1,0,0,0,0,0,0,0,0,1,0,1,36.45,1,0,0,0,0,0,1,0,36.45,0,1,0
0,1,0,0,1,1,0,1,1,0,1,1,1,104.4,0,1,0,0,0,0,1,0,100.8280487804878,1,1,1
1,1,1,0,1,1,0,0,0,1,1,1,1,101.5,0,1,0,0,0,0,1,0,97.25500000000001,1,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,54.3,0,0,0,0,0,0,1,0,54.3,0,0,1
1,1,1,1,1,1,0,0,1,0,1,1,1,103.95,0,1,0,0,0,0,1,0,102.2344827586207,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,91.1,0,0,0,0,1,1,0,0,95.57826086956523,0,1,1
1,0,0,1,1,0,0,0,0,0,0,0,0,19.95,0,0,1,0,1,0,0,1,19.831666666666667,1,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,26.45,0,0,1,0,1,1,0,0,26.59027777777778,1,0,0
1,0,0,1,1,0,0,1,1,0,1,0,1,89.4,1,1,0,0,0,0,1,0,90.97727272727273,0,1,1
1,0,0,0,1,0,1,1,1,1,1,0,1,75.1,0,0,0,0,1,0,0,0,74.11597222222223,1,1,1
0,1,0,0,1,1,0,1,1,0,1,1,0,108.1,0,1,0,1,0,0,0,0,109.67575757575759,1,1,1
0,0,1,0,1,1,0,1,1,1,1,1,1,110.15,0,1,0,0,1,0,1,0,111.09444444444445,1,1,1
0,1,1,0,1,1,1,0,0,0,0,0,0,80.35,1,1,0,0,0,0,1,0,81.40106382978723,1,0,1
0,0,0,0,1,1,0,1,1,1,1,1,1,111.5,0,1,0,1,0,0,1,0,111.82843137254902,1,1,1
0,0,1,1,1,1,0,1,1,0,1,1,1,106.5,0,1,0,1,0,0,1,0,105.67142857142858,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,19.9,0,0,1,1,0,0,1,0,18.288888888888888,0,0,0
1,0,1,1,1,1,1,1,0,1,1,1,1,111.1,0,1,0,0,1,0,0,1,111.10508474576271,1,1,1
1,0,0,1,1,0,0,0,0,1,1,1,0,70.7,0,0,0,0,0,0,0,1,75.21666666666667,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,24.85,0,0,0,0,0,0,1,0,25.151315789473685,1,0,0
0,0,0,0,1,1,1,1,1,0,0,0,0,91.2,0,1,0,0,0,0,0,0,91.41351351351352,1,0,1
1,0,0,0,1,0,1,1,1,1,0,0,0,65.6,0,0,0,0,1,0,0,0,62.53513513513514,1,0,1
0,1,1,0,0,0,0,0,1,0,0,1,1,40.65,1,0,0,0,0,1,0,0,38.887499999999996,0,1,0
0,0,1,1,1,0,1,1,0,1,0,0,0,59.45,0,0,0,0,0,0,0,0,55.775,0,0,1
1,0,1,0,1,1,1,1,0,1,1,1,1,109.95,0,1,0,0,1,1,0,0,109.0611111111111,1,1,1
1,0,1,0,0,0,0,1,1,1,1,1,1,60.45,1,0,0,1,0,0,1,0,60.08018867924528,1,1,1
0,0,1,0,1,1,0,0,0,0,0,1,1,84.9,1,1,0,0,0,0,1,0,95.61875,0,1,0
1,0,1,1,0,0,1,1,1,0,0,0,0,38.5,0,0,0,0,1,1,0,0,38.375,1,0,1
0,1,1,0,1,1,0,0,0,0,1,1,1,92.55,0,1,0,0,0,0,1,0,94.98235294117647,0,1,0
0,0,1,1,1,0,0,1,0,0,0,0,1,73.55,1,1,0,0,0,0,0,0,72.7,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,20.15,1,0,1,0,0,0,0,0,19.53125,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,34.7,1,0,0,1,0,0,0,1,33.427083333333336,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,1,27.014999999999997,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,19.7,0,0,1,1,0,0,0,1,1397.475,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,20.6,0,0,1,0,0,0,0,1,20.6,0,0,0
0,0,0,0,1,0,1,0,1,1,0,0,0,58.0,0,0,0,1,0,1,0,0,59.810344827586206,1,0,1
0,1,1,1,1,1,0,1,1,0,1,1,1,107.45,0,1,0,1,0,0,1,0,108.42307692307692,1,1,1
0,0,0,0,1,1,1,1,1,0,0,0,1,65.5,0,0,0,0,0,0,0,0,71.64375,0,0,1
1,0,1,0,1,1,0,0,0,0,0,0,0,25.45,0,0,1,0,1,0,0,0,25.22295081967213,1,0,0
0,1,0,0,1,1,0,0,1,0,1,1,1,100.15,0,1,0,1,0,0,0,0,99.10666666666667,1,1,0
1,0,1,1,1,1,0,1,1,0,1,1,1,104.45,0,1,0,1,0,1,0,0,103.59722222222223,1,1,1
1,0,1,1,1,0,0,0,0,0,0,0,1,21.15,0,0,1,0,0,0,1,0,25.504166666666666,0,0,0
1,0,0,0,1,1,0,0,0,0,1,1,0,96.2,0,1,0,0,0,0,1,0,91.38571428571429,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,44.4,0,0,0,0,0,0,0,1,38.68333333333333,0,0,0
0,1,1,0,1,1,0,0,1,1,1,1,1,107.55,1,1,0,1,0,0,1,0,105.43953488372092,1,1,0
1,0,1,1,1,1,0,0,1,1,0,1,0,94.35,0,1,0,0,1,0,0,0,95.925,1,1,0
1,1,1,0,1,1,0,0,1,0,1,1,1,98.75,1,1,0,0,0,0,1,0,99.221875,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,20.3,0,0,1,0,0,0,0,1,20.125,0,0,0
0,0,1,0,1,0,0,1,1,0,1,1,0,101.15,1,1,0,0,0,0,1,0,105.3625,0,1,1
0,0,1,0,1,1,1,0,1,0,1,1,0,105.75,0,1,0,1,0,0,0,0,105.71375,1,1,1
1,0,0,0,1,1,1,0,0,0,0,0,1,81.15,0,1,0,0,0,0,1,0,87.16111111111111,0,0,1
1,0,0,0,1,0,0,1,0,1,1,0,1,89.55,0,1,0,1,0,0,1,0,90.96951219512195,1,1,1
0,0,0,0,1,0,0,1,1,0,0,0,1,54.75,0,0,0,0,0,1,0,0,54.111538461538466,1,0,1
0,0,1,0,1,0,0,1,0,1,0,0,1,53.75,0,0,0,1,0,1,0,0,56.28181818181818,1,0,1
1,0,1,1,1,0,0,1,1,1,1,1,0,105.75,0,1,0,1,0,1,0,0,107.68382352941177,1,1,1
0,1,1,0,1,0,0,1,1,1,1,1,1,105.85,0,1,0,0,1,1,0,0,103.46923076923076,1,1,1
1,0,0,0,1,0,0,1,0,1,0,1,1,64.2,0,0,0,1,0,0,1,0,65.9509090909091,1,1,1
1,0,0,0,1,1,0,0,1,0,1,0,1,88.7,1,1,0,0,0,0,1,0,88.0725,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1,1,87.7,0,1,0,1,0,1,0,0,90.83947368421053,0,1,0
0,0,0,0,1,1,0,0,1,0,0,1,1,89.3,0,1,0,0,0,1,0,0,93.15888888888888,1,1,0
0,0,1,1,1,0,0,0,0,0,0,0,1,20.15,0,0,1,0,1,1,0,0,20.16,1,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,79.75,1,1,0,0,0,0,1,0,82.25,0,1,0
0,0,0,0,1,1,0,0,0,0,1,1,1,94.55,1,1,0,0,0,0,0,1,100.91111111111111,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,1,20.05,0,0,1,0,1,0,1,0,22.045833333333334,0,0,0
1,0,0,1,0,0,1,1,1,1,1,1,0,67.2,0,0,0,0,1,1,0,0,64.88472222222222,1,1,1
1,0,0,0,1,1,0,0,0,0,1,1,0,94.55,0,1,0,0,0,0,1,0,97.79583333333333,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,1,69.05,1,1,0,0,0,0,0,1,63.7,0,0,0
1,1,1,0,1,1,1,1,1,0,1,1,1,107.5,0,1,0,0,0,0,1,0,108.64154929577465,1,1,1
1,1,0,0,1,0,0,0,1,1,1,1,1,73.0,0,0,0,1,0,0,1,0,70.60714285714286,1,1,0
1,0,1,1,1,1,1,1,1,1,1,1,0,114.75,0,1,0,0,1,1,0,0,112.03285714285714,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,76.05,0,1,0,0,0,0,1,0,71.86451612903227,1,0,0
1,0,1,1,1,1,0,0,1,1,0,1,1,96.25,1,1,0,0,1,0,0,0,95.96634615384616,1,1,0
1,1,0,0,1,1,0,0,1,0,1,1,1,101.1,1,1,0,0,0,0,1,0,101.19054054054054,1,1,0
1,0,0,0,1,1,0,1,0,1,1,1,1,104.7,1,1,0,1,0,0,0,0,104.64275362318841,1,1,1
1,1,1,0,1,1,0,0,0,0,0,0,0,77.9,0,1,0,0,0,0,0,1,78.38166666666666,1,0,0
0,0,0,0,1,1,1,0,0,0,0,1,1,90.65,0,1,0,0,0,0,1,0,90.5939393939394,1,1,1
1,1,1,0,1,1,0,1,1,1,1,1,1,110.45,0,1,0,0,1,0,1,0,112.55092592592592,1,1,1
0,0,0,0,1,1,1,0,0,1,0,1,0,68.7,0,0,0,1,0,0,0,0,68.99915254237288,1,1,1
1,1,0,0,0,0,1,1,0,0,1,0,1,44.85,0,0,0,0,0,0,1,0,45.07363636363637,1,1,1
1,1,1,0,0,0,0,0,1,0,0,0,1,29.8,0,0,0,1,0,1,0,0,30.93188405797102,1,0,0
0,0,0,0,1,1,0,1,0,0,1,0,1,88.9,0,1,0,1,0,0,0,0,90.91060606060607,1,1,1
1,0,1,1,1,0,1,0,1,1,0,0,1,58.75,0,0,0,1,0,0,0,1,59.54324324324324,1,0,1
1,1,1,0,1,0,0,0,0,0,0,0,0,19.85,0,0,1,1,0,1,0,0,20.35,0,0,0
1,0,1,1,1,1,1,0,1,1,1,1,0,86.9,0,0,0,0,1,0,0,0,89.7695652173913,1,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,59.65,0,0,0,0,0,0,0,1,63.895,0,1,1
1,0,0,1,1,0,1,1,0,0,0,0,1,55.25,1,0,0,0,0,0,0,1,53.48,1,0,1
1,0,0,1,1,0,0,0,0,0,1,1,0,66.4,0,0,0,0,0,1,0,0,63.98076923076923,0,1,0
0,0,0,0,1,1,0,1,0,0,1,0,1,90.1,1,1,0,0,0,0,1,0,86.88333333333333,0,1,1
0,0,1,1,1,0,0,0,0,0,0,0,0,20.15,0,0,1,0,1,0,0,0,19.384057971014492,1,0,0
0,1,1,0,1,1,0,1,1,1,1,1,1,108.1,0,1,0,1,0,1,0,0,108.81742424242424,1,1,1
1,0,0,0,1,1,0,0,1,0,0,0,0,53.75,1,0,0,0,0,0,1,0,55.27272727272727,0,0,0
1,0,1,1,1,0,1,0,1,1,0,0,0,56.9,0,0,0,1,0,0,0,1,55.654347826086955,1,0,1
0,0,0,0,1,0,0,0,0,0,1,1,0,89.3,1,1,0,0,0,0,1,0,96.26666666666667,0,1,0
0,0,1,1,1,1,1,0,1,1,1,1,1,109.6,0,1,0,0,0,0,0,1,106.30357142857143,1,1,1
1,0,1,1,1,1,0,0,0,0,0,0,0,25.15,0,0,1,0,1,1,0,0,25.57357142857143,1,0,0
0,0,1,1,1,1,0,0,1,1,1,1,1,79.15,0,0,0,1,0,0,1,0,76.70909090909092,1,1,0
0,0,1,1,1,1,1,1,0,1,0,0,0,66.75,0,0,0,0,1,1,0,0,66.11527777777778,1,0,1
0,0,1,0,1,1,0,0,0,0,1,1,1,95.2,1,1,0,0,0,0,1,0,97.61666666666667,0,1,0
0,0,0,1,1,0,0,0,0,1,0,0,0,48.8,0,0,0,0,0,0,0,1,50.19210526315789,0,0,0
0,1,0,0,0,0,0,0,0,0,1,1,0,45.7,1,0,0,0,0,0,1,0,39.6,0,1,0
0,0,1,0,1,0,0,1,1,1,1,1,1,80.7,0,0,0,0,1,1,0,0,80.35281690140846,1,1,1
1,0,1,0,1,0,1,0,0,0,0,0,1,74.5,1,1,0,0,0,0,1,0,76.2375,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,20.55,0,0,1,0,0,1,0,0,20.55,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,79.65,1,1,0,0,0,0,1,0,79.65,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,115.1,0,1,0,1,0,0,0,1,114.64999999999999,1,1,1
0,0,1,1,0,0,1,1,0,1,1,1,0,59.7,0,0,0,0,1,0,0,0,58.06549295774647,1,1,1
0,0,1,0,1,1,0,1,1,0,0,0,0,86.45,0,1,0,1,0,1,0,0,84.74926470588235,1,0,1
1,0,0,0,0,0,0,0,1,1,0,0,0,33.7,0,0,0,1,0,1,0,0,33.43152173913043,1,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,80.1,0,1,0,1,0,0,0,0,78.88787878787879,1,0,1
0,0,1,1,1,1,1,1,1,1,0,1,1,104.05,0,1,0,0,1,0,0,0,105.02641509433961,1,1,1
0,1,1,0,1,1,1,1,1,0,1,1,0,108.75,0,1,0,0,0,0,0,0,108.63799999999999,1,1,1
0,0,0,0,0,0,1,0,1,1,0,0,1,41.1,0,0,0,1,0,1,0,0,39.61842105263158,1,0,1
0,0,1,1,1,0,0,0,0,0,0,0,1,20.35,0,0,1,0,1,0,0,0,20.2287037037037,1,0,0
0,1,1,0,1,1,0,1,1,0,1,1,1,105.9,0,1,0,0,0,0,1,0,106.6875,1,1,1
0,1,1,0,1,1,0,0,0,1,1,1,1,101.3,1,1,0,0,0,1,0,0,100.43571428571428,1,1,0
0,0,1,1,1,0,0,0,0,0,1,0,1,80.05,1,1,0,0,0,0,0,1,80.05,0,1,0
1,0,1,1,1,1,0,0,1,0,0,1,1,89.2,1,1,0,0,0,0,1,0,93.04655172413793,1,1,0
0,0,1,1,1,0,0,1,0,1,0,1,1,65.5,0,0,0,0,0,0,1,0,61.69,0,1,1
1,0,0,1,0,0,1,1,1,0,0,0,1,40.45,0,0,0,0,0,0,1,0,44.48488372093023,1,0,1
1,1,1,0,1,0,0,0,0,0,0,0,0,70.45,0,1,0,0,0,0,0,0,65.31538461538462,0,0,0
0,0,1,0,1,0,1,0,1,1,1,1,1,78.8,0,0,0,0,1,0,1,0,80.47209302325582,1,1,1
1,0,1,1,1,1,0,0,0,0,0,1,1,83.65,1,1,0,0,0,0,1,0,77.14473684210526,0,1,0
1,0,1,1,1,0,0,0,0,0,1,1,1,90.1,0,1,0,0,0,0,1,0,90.1,0,1,0
0,0,0,0,1,0,1,0,1,1,1,1,1,82.45,0,0,0,0,1,1,0,0,80.51159420289855,1,1,1
0,0,1,0,1,0,0,0,0,0,0,0,0,20.25,0,0,1,0,1,1,0,0,20.963934426229507,1,0,0
1,0,1,0,1,1,1,1,0,1,0,0,0,66.25,0,0,0,0,0,0,0,0,67.61279069767441,1,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,19.5,1,0,1,0,0,0,0,0,24.383333333333336,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,51.25,1,0,0,0,0,0,0,1,51.25,0,0,0
1,0,1,0,1,0,0,0,0,0,1,1,0,89.7,0,1,0,0,0,0,0,1,88.44553571428571,1,1,0
0,0,1,0,0,0,1,1,1,1,1,1,0,64.55,0,0,0,0,1,0,0,0,64.35571428571428,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,1,45.6,1,0,0,0,0,0,1,0,45.6,0,0,0
1,0,1,1,1,1,0,1,1,0,1,0,1,93.65,0,1,0,1,0,0,1,0,92.24795918367346,1,1,1
0,0,0,0,1,0,0,0,0,1,0,0,1,49.65,1,0,0,0,0,0,0,0,44.55833333333334,0,0,0
0,0,1,1,1,0,1,1,1,1,0,1,0,73.6,0,0,0,0,1,0,0,1,72.4015625,1,1,1
0,1,1,0,1,1,1,0,1,1,1,1,1,109.75,0,1,0,0,1,0,0,1,112.1576388888889,1,1,1
1,0,0,1,1,0,1,1,0,1,0,0,0,61.45,0,0,0,0,1,1,0,0,62.225675675675674,1,0,1
0,0,1,0,1,0,1,1,0,1,1,1,1,106.4,0,1,0,1,0,1,0,0,105.1,1,1,1
0,0,1,0,1,0,0,1,1,1,1,1,0,81.9,0,0,0,0,0,0,0,0,79.94423076923077,1,1,1
0,0,1,1,1,1,0,1,1,0,1,1,1,105.2,0,1,0,1,0,1,0,0,107.33448275862068,1,1,1
1,0,0,0,1,1,0,0,0,1,0,0,0,54.6,0,0,0,1,0,0,0,0,51.760416666666664,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,20.55,0,0,1,1,0,0,1,0,19.89,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,1,20.0,1,0,1,0,0,0,1,0,19.203333333333333,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,19.7,0,0,1,0,1,0,0,1,19.975,1,0,0
0,0,1,0,1,1,1,1,0,1,0,0,1,66.05,0,0,0,1,0,1,0,0,62.947272727272725,1,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,34.0,1,0,0,0,0,0,0,0,34.12,1,1,0
1,1,1,0,1,0,0,1,1,1,1,0,1,92.5,1,1,0,0,0,0,0,1,93.41,0,1,1
1,0,1,1,0,0,1,1,1,1,0,1,1,54.05,0,0,0,0,1,1,0,0,53.98181818181818,1,1,1
0,0,0,0,1,0,1,1,0,1,0,0,1,58.9,0,0,0,1,0,0,0,1,59.85212765957447,1,0,1
0,0,1,1,1,0,0,0,0,0,1,1,0,88.35,1,1,0,0,0,0,1,0,94.06153846153846,0,1,0
0,0,1,1,1,1,0,1,1,1,1,1,1,107.95,1,1,0,0,1,0,0,0,108.02448979591837,1,1,1
0,0,1,0,1,0,1,0,0,1,1,1,1,96.9,0,1,0,1,0,0,0,1,98.66171875,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,19.1,0,0,1,0,0,0,0,1,19.1,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,1,50.152499999999996,0,0,0
0,0,1,0,0,0,1,0,0,1,1,0,0,45.4,0,0,0,0,1,0,1,0,43.056756756756755,1,1,1
1,0,1,1,1,1,0,0,0,0,1,0,0,85.45,0,1,0,0,0,0,1,0,83.66499999999999,1,1,0
0,0,0,0,1,1,1,1,1,0,1,1,0,84.1,0,0,0,1,0,0,0,0,83.88552631578948,1,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,74.45,1,1,0,0,0,0,0,1,74.45,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,1,64.75,1,0,0,0,0,0,1,0,63.38378378378378,1,1,0
0,0,1,0,0,0,1,1,1,1,1,1,0,66.25,0,0,0,0,1,1,0,0,64.04038461538461,1,1,1
1,0,0,1,1,0,1,1,1,1,1,0,1,76.9,0,0,0,0,1,1,0,0,77.78450704225352,1,1,1
1,0,0,0,1,0,0,1,1,0,1,0,0,89.8,1,1,0,0,0,0,1,0,89.81923076923077,1,1,1
1,0,0,0,1,1,1,1,1,0,0,1,1,74.6,0,0,0,0,1,1,0,0,72.7030303030303,1,1,1
1,0,1,0,1,1,1,1,1,1,1,1,1,116.95,0,1,0,0,1,1,0,0,119.36666666666666,1,1,1
1,0,0,1,0,0,1,0,0,0,1,0,1,40.65,0,0,0,1,0,1,0,0,38.821999999999996,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,114.35,0,1,0,0,1,0,0,0,111.09855072463769,1,1,1
1,0,1,1,1,1,1,1,0,0,0,1,0,69.7,0,0,0,0,1,0,0,0,69.54811320754717,1,1,1
0,0,0,0,1,0,0,0,1,0,1,1,0,95.5,1,1,0,1,0,0,0,1,92.92916666666667,0,1,0
1,0,0,0,1,0,0,0,1,1,1,1,1,98.65,0,1,0,0,0,0,1,0,97.57692307692308,1,1,0
1,0,0,0,1,0,0,0,1,0,0,1,0,61.65,0,0,0,0,0,0,0,1,66.36190476190475,0,1,0
0,0,0,1,1,0,0,0,0,0,1,1,1,89.35,0,1,0,0,0,0,1,0,89.35,0,1,0
1,0,0,0,1,1,1,0,0,1,0,1,1,95.4,0,1,0,0,0,0,1,0,92.61041666666667,1,1,1
0,0,1,0,0,0,1,0,1,0,0,0,0,35.4,0,0,0,1,0,1,0,0,37.63846153846154,1,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,19.95,0,0,1,0,1,0,0,1,20.96916666666667,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,19.25,0,0,1,0,0,0,0,1,18.408333333333335,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,29.65,1,0,0,0,0,0,1,0,29.139999999999997,0,0,0
1,0,1,1,1,1,1,0,1,0,0,0,1,84.5,1,1,0,0,0,0,1,0,90.75,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,20.4,0,0,1,1,0,0,0,1,21.1875,0,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,24.75,0,0,1,0,1,1,0,0,26.386153846153846,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,25.35,0,0,1,0,1,0,0,1,24.502142857142857,1,0,0
1,0,0,0,1,1,0,0,1,0,0,1,1,90.7,1,1,0,0,0,1,0,0,88.73611111111111,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,20.0,0,0,1,0,1,0,0,0,20.16290322580645,1,0,0
0,0,1,1,1,0,1,0,0,0,1,0,1,59.75,0,0,0,0,1,0,1,0,60.55757575757576,1,1,1
0,0,1,1,1,1,1,1,0,1,1,1,1,82.5,0,0,0,0,1,0,0,0,80.2323076923077,1,1,1
0,1,0,0,1,0,0,0,0,0,0,0,1,70.3,1,1,0,0,0,0,1,0,78.5,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,20.35,0,0,1,0,0,0,0,1,19.8,1,0,0
1,0,1,1,1,1,0,0,1,0,1,0,1,90.8,0,1,0,0,0,0,0,0,90.1375,0,1,0
0,0,0,0,1,1,1,0,1,0,1,1,1,103.95,1,1,0,1,0,0,0,0,104.42685185185185,1,1,1
0,1,0,0,1,1,0,0,1,1,1,1,1,104.95,0,1,0,0,0,0,1,0,104.447,1,1,0
1,0,1,0,1,0,0,1,1,1,1,1,1,105.25,0,1,0,0,1,0,1,0,102.70070422535211,1,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,74.75,1,1,0,0,0,0,1,0,79.965,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,50.8,1,0,0,0,0,0,1,0,50.8,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,23.75,0,0,1,1,0,0,0,1,23.583333333333332,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,1,61.3,0,0,0,0,0,0,1,0,62.35,0,1,0
0,0,1,1,1,1,1,0,1,1,1,0,0,75.8,0,0,0,0,1,0,0,1,76.13362068965517,1,1,1
0,0,1,0,1,1,1,0,0,0,1,1,1,98.0,0,1,0,1,0,0,1,0,94.11785714285715,1,1,1
1,0,0,0,1,0,0,0,0,0,1,0,1,80.25,1,1,0,0,0,0,1,0,72.275,0,1,0
1,0,1,0,1,1,0,0,1,0,0,0,1,78.9,1,1,0,0,0,0,1,0,76.4984375,1,0,0
1,0,1,1,0,0,1,1,0,1,1,0,1,52.0,0,0,0,1,0,0,0,1,51.51607142857143,1,1,1
1,0,0,0,1,1,0,0,0,0,0,1,1,84.75,1,1,0,0,0,0,1,0,84.72638888888889,1,1,0
0,0,0,0,1,1,0,0,0,1,1,0,1,64.4,0,0,0,0,0,0,0,1,63.25,0,1,0
1,0,0,0,1,1,0,0,0,0,1,0,0,85.45,1,1,0,0,0,0,0,0,85.23113207547169,1,1,0
